soccer	O	O
-	O	O
japan	B-LOC	S-LOC
get	O	O
lucky	O	O
win	O	O
,	O	O
china	B-PER	S-LOC
in	O	O
surprise	O	O
defeat	O	O
.	O	O

nadim	B-PER	B-ORG
ladki	I-PER	E-ORG

al-ain	B-LOC	S-LOC
,	O	O
united	B-LOC	B-LOC
arab	I-LOC	I-LOC
emirates	I-LOC	E-LOC
1996-12-06	O	O

japan	B-LOC	S-LOC
began	O	O
the	O	O
defence	O	O
of	O	O
their	O	O
asian	B-MISC	B-MISC
cup	I-MISC	E-MISC
title	O	O
with	O	O
a	O	O
lucky	O	O
2-1	O	O
win	O	O
against	O	O
syria	B-LOC	S-LOC
in	O	O
a	O	O
group	O	O
c	O	O
championship	O	O
match	O	O
on	O	O
friday	O	O
.	O	O

but	O	O
china	B-LOC	S-LOC
saw	O	O
their	O	O
luck	O	O
desert	O	O
them	O	O
in	O	O
the	O	O
second	O	O
match	O	O
of	O	O
the	O	O
group	O	O
,	O	O
crashing	O	O
to	O	O
a	O	O
surprise	O	O
2-0	O	O
defeat	O	O
to	O	O
newcomers	O	O
uzbekistan	B-LOC	S-LOC
.	O	O

china	B-LOC	S-LOC
controlled	O	O
most	O	O
of	O	O
the	O	O
match	O	O
and	O	O
saw	O	O
several	O	O
chances	O	O
missed	O	O
until	O	O
the	O	O
78th	O	O
minute	O	O
when	O	O
uzbek	B-MISC	S-MISC
striker	O	O
igor	B-PER	B-PER
shkvyrin	I-PER	E-PER
took	O	O
advantage	O	O
of	O	O
a	O	O
misdirected	O	O
defensive	O	O
header	O	O
to	O	O
lob	O	O
the	O	O
ball	O	O
over	O	O
the	O	O
advancing	O	O
chinese	B-MISC	S-MISC
keeper	O	O
and	O	O
into	O	O
an	O	O
empty	O	O
net	O	O
.	O	O

oleg	B-PER	B-PER
shatskiku	I-PER	E-PER
made	O	O
sure	O	O
of	O	O
the	O	O
win	O	O
in	O	O
injury	O	O
time	O	O
,	O	O
hitting	O	O
an	O	O
unstoppable	O	O
left	O	O
foot	O	O
shot	O	O
from	O	O
just	O	O
outside	O	O
the	O	O
area	O	O
.	O	O

the	O	O
former	O	O
soviet	B-MISC	B-LOC
republic	O	E-LOC
was	O	O
playing	O	O
in	O	O
an	O	O
asian	B-MISC	B-MISC
cup	I-MISC	E-MISC
finals	O	O
tie	O	O
for	O	O
the	O	O
first	O	O
time	O	O
.	O	O

despite	O	O
winning	O	O
the	O	O
asian	B-MISC	B-MISC
games	I-MISC	E-MISC
title	O	O
two	O	O
years	O	O
ago	O	O
,	O	O
uzbekistan	B-LOC	S-LOC
are	O	O
in	O	O
the	O	O
finals	O	O
as	O	O
outsiders	O	O
.	O	O

two	O	O
goals	O	O
from	O	O
defensive	O	O
errors	O	O
in	O	O
the	O	O
last	O	O
six	O	O
minutes	O	O
allowed	O	O
japan	B-LOC	S-LOC
to	O	O
come	O	O
from	O	O
behind	O	O
and	O	O
collect	O	O
all	O	O
three	O	O
points	O	O
from	O	O
their	O	O
opening	O	O
meeting	O	O
against	O	O
syria	B-LOC	S-LOC
.	O	O

takuya	B-PER	B-PER
takagi	I-PER	E-PER
scored	O	O
the	O	O
winner	O	O
in	O	O
the	O	O
88th	O	O
minute	O	O
,	O	O
rising	O	O
to	O	O
head	O	O
a	O	O
hiroshige	B-PER	B-PER
yanagimoto	I-PER	E-PER
cross	O	O
towards	O	O
the	O	O
syrian	B-MISC	S-MISC
goal	O	O
which	O	O
goalkeeper	O	O
salem	B-PER	B-PER
bitar	I-PER	E-PER
appeared	O	O
to	O	O
have	O	O
covered	O	O
but	O	O
then	O	O
allowed	O	O
to	O	O
slip	O	O
into	O	O
the	O	O
net	O	O
.	O	O

it	O	O
was	O	O
the	O	O
second	O	O
costly	O	O
blunder	O	O
by	O	O
syria	B-LOC	S-LOC
in	O	O
four	O	O
minutes	O	O
.	O	O

defender	O	O
hassan	B-PER	B-PER
abbas	I-PER	E-PER
rose	O	O
to	O	O
intercept	O	O
a	O	O
long	O	O
ball	O	O
into	O	O
the	O	O
area	O	O
in	O	O
the	O	O
84th	O	O
minute	O	O
but	O	O
only	O	O
managed	O	O
to	O	O
divert	O	O
it	O	O
into	O	O
the	O	O
top	O	O
corner	O	O
of	O	O
bitar	B-PER	S-PER
's	O	O
goal	O	O
.	O	O

nader	B-PER	B-PER
jokhadar	I-PER	E-PER
had	O	O
given	O	O
syria	B-LOC	S-LOC
the	O	O
lead	O	O
with	O	O
a	O	O
well-struck	O	O
header	O	O
in	O	O
the	O	O
seventh	O	O
minute	O	O
.	O	O

japan	B-LOC	S-LOC
then	O	O
laid	O	O
siege	O	O
to	O	O
the	O	O
syrian	B-MISC	S-MISC
penalty	O	O
area	O	O
for	O	O
most	O	O
of	O	O
the	O	O
game	O	O
but	O	O
rarely	O	O
breached	O	O
the	O	O
syrian	B-MISC	S-MISC
defence	O	O
.	O	O

bitar	B-PER	S-PER
pulled	O	O
off	O	O
fine	O	O
saves	O	O
whenever	O	O
they	O	O
did	O	O
.	O	O

japan	B-LOC	S-LOC
coach	O	O
shu	B-PER	B-PER
kamo	I-PER	E-PER
said	O	O
:	O	O
'	O	O
'	O	O
the	O	O
syrian	B-MISC	S-MISC
own	O	O
goal	O	O
proved	O	O
lucky	O	O
for	O	O
us	O	O
.	O	O

the	O	O
syrians	B-MISC	S-MISC
scored	O	O
early	O	O
and	O	O
then	O	O
played	O	O
defensively	O	O
and	O	O
adopted	O	O
long	O	O
balls	O	O
which	O	O
made	O	O
it	O	O
hard	O	O
for	O	O
us	O	O
.	O	O
'	O	O

'	O	O

japan	B-LOC	S-LOC
,	O	O
co-hosts	O	O
of	O	O
the	O	O
world	B-MISC	B-MISC
cup	I-MISC	E-MISC
in	O	O
2002	O	O
and	O	O
ranked	O	O
20th	O	O
in	O	O
the	O	O
world	O	O
by	O	O
fifa	B-ORG	S-ORG
,	O	O
are	O	O
favourites	O	O
to	O	O
regain	O	O
their	O	O
title	O	O
here	O	O
.	O	O

hosts	O	O
uae	B-LOC	S-LOC
play	O	O
kuwait	B-LOC	S-LOC
and	O	O
south	B-LOC	B-LOC
korea	I-LOC	E-LOC
take	O	O
on	O	O
indonesia	B-LOC	S-LOC
on	O	O
saturday	O	O
in	O	O
group	O	O
a	O	O
matches	O	O
.	O	O

all	O	O
four	O	O
teams	O	O
are	O	O
level	O	O
with	O	O
one	O	O
point	O	O
each	O	O
from	O	O
one	O	O
game	O	O
.	O	O

rugby	B-ORG	B-ORG
union	I-ORG	E-ORG
-	O	O
cuttitta	B-PER	S-PER
back	O	O
for	O	O
italy	B-LOC	S-LOC
after	O	O
a	O	O
year	O	O
.	O	O

rome	B-LOC	S-LOC
1996-12-06	O	O

italy	B-LOC	S-LOC
recalled	O	O
marcello	B-PER	B-PER
cuttitta	I-PER	E-PER

on	O	O
friday	O	O
for	O	O
their	O	O
friendly	O	O
against	O	O
scotland	B-LOC	S-LOC
at	O	O
murrayfield	B-LOC	S-LOC
more	O	O
than	O	O
a	O	O
year	O	O
after	O	O
the	O	O
30-year-old	O	O
wing	O	O
announced	O	O
he	O	O
was	O	O
retiring	O	O
following	O	O
differences	O	O
over	O	O
selection	O	O
.	O	O

cuttitta	B-PER	S-PER
,	O	O
who	O	O
trainer	O	O
george	B-PER	B-PER
coste	I-PER	E-PER
said	O	O
was	O	O
certain	O	O
to	O	O
play	O	O
on	O	O
saturday	O	O
week	O	O
,	O	O
was	O	O
named	O	O
in	O	O
a	O	O
21-man	O	O
squad	O	O
lacking	O	O
only	O	O
two	O	O
of	O	O
the	O	O
team	O	O
beaten	O	O
54-21	O	O
by	O	O
england	B-LOC	S-LOC
at	O	O
twickenham	B-LOC	S-LOC
last	O	O
month	O	O
.	O	O

stefano	B-PER	B-PER
bordon	I-PER	E-PER
is	O	O
out	O	O
through	O	O
illness	O	O
and	O	O
coste	B-PER	S-PER
said	O	O
he	O	O
had	O	O
dropped	O	O
back	O	O
row	O	O
corrado	B-PER	B-PER
covi	I-PER	E-PER
,	O	O
who	O	O
had	O	O
been	O	O
recalled	O	O
for	O	O
the	O	O
england	B-LOC	S-LOC
game	O	O
after	O	O
five	O	O
years	O	O
out	O	O
of	O	O
the	O	O
national	O	O
team	O	O
.	O	O

cuttitta	B-PER	S-PER
announced	O	O
his	O	O
retirement	O	O
after	O	O
the	O	O
1995	B-MISC	O
world	I-MISC	B-MISC
cup	I-MISC	E-MISC
,	O	O
where	O	O
he	O	O
took	O	O
issue	O	O
with	O	O
being	O	O
dropped	O	O
from	O	O
the	O	O
italy	B-LOC	S-LOC
side	O	O
that	O	O
faced	O	O
england	B-LOC	S-LOC
in	O	O
the	O	O
pool	O	O
stages	O	O
.	O	O

coste	B-PER	S-PER
said	O	O
he	O	O
had	O	O
approached	O	O
the	O	O
player	O	O
two	O	O
months	O	O
ago	O	O
about	O	O
a	O	O
comeback	O	O
.	O	O

"	O	O
he	O	O
ended	O	O
the	O	O
world	B-MISC	B-MISC
cup	I-MISC	E-MISC
on	O	O
the	O	O
wrong	O	O
note	O	O
,	O	O
"	O	O
coste	B-PER	S-PER
said	O	O
.	O	O

"	O	O
i	O	O
thought	O	O
it	O	O
would	O	O
be	O	O
useful	O	O
to	O	O
have	O	O
him	O	O
back	O	O
and	O	O
he	O	O
said	O	O
he	O	O
would	O	O
be	O	O
available	O	O
.	O	O

i	O	O
think	O	O
now	O	O
is	O	O
the	O	O
right	O	O
time	O	O
for	O	O
him	O	O
to	O	O
return	O	O
.	O	O
"	O	O

squad	O	O
:	O	O
javier	B-PER	B-PER
pertile	I-PER	E-PER
,	O	O
paolo	B-PER	B-PER
vaccari	I-PER	E-PER
,	O	O
marcello	B-PER	B-PER
cuttitta	I-PER	E-PER
,	O	O
ivan	B-PER	B-PER
francescato	I-PER	E-PER
,	O	O
leandro	B-PER	B-PER
manteri	I-PER	E-PER
,	O	O
diego	B-PER	B-PER
dominguez	I-PER	E-PER
,	O	O
francesco	B-PER	B-PER
mazzariol	I-PER	E-PER
,	O	O
alessandro	B-PER	B-PER
troncon	I-PER	E-PER
,	O	O
orazio	B-PER	B-PER
arancio	I-PER	E-PER
,	O	O
andrea	B-PER	B-PER
sgorlon	I-PER	E-PER
,	O	O
massimo	B-PER	B-PER
giovanelli	I-PER	E-PER
,	O	O
carlo	B-PER	B-PER
checchinato	I-PER	E-PER
,	O	O
walter	B-PER	B-PER
cristofoletto	I-PER	E-PER
,	O	O
franco	B-PER	B-PER
properzi	I-PER	I-PER
curti	I-PER	E-PER
,	O	O
carlo	B-PER	B-PER
orlandi	I-PER	E-PER
,	O	O
massimo	B-PER	B-PER
cuttitta	I-PER	E-PER
,	O	O
giambatista	B-PER	B-PER
croci	I-PER	E-PER
,	O	O
gianluca	B-PER	B-PER
guidi	I-PER	E-PER
,	O	O
nicola	B-PER	B-PER
mazzucato	I-PER	E-PER
,	O	O
alessandro	B-PER	B-PER
moscardi	I-PER	E-PER
,	O	O
andrea	B-PER	B-PER
